time,bat,temp,DO,Q 
1460465040,+3.39, +0.727,+11.140,+0.988
1460465940,+3.39, +0.706,+11.163,+0.988
1460466840,+3.39, +0.716,+11.131,+0.987
1460467740,+3.39, +0.695,+11.177,+0.987
1460468640,+3.39, +0.716,+11.157,+0.987
1460469540,+3.39, +0.760,+11.179,+0.987
1460470440,+3.40, +0.727,+11.206,+0.987
1460471340,+3.39, +0.792,+11.194,+0.987
1460472240,+3.39, +0.836,+11.208,+0.987
1460473140,+3.39, +0.868,+11.208,+0.987
1460474040,+3.39, +0.900,+11.222,+0.988
1460474940,+3.39, +0.965,+11.218,+0.987
1460475840,+3.39, +0.998,+11.254,+0.987
1460476740,+3.39, +1.073,+11.259,+0.987
1460477640,+3.39, +1.148,+11.243,+0.987
1460478540,+3.40, +1.223,+11.274,+0.988
1460479440,+3.40, +1.256,+11.310,+0.987
1460480340,+3.40, +1.395,+11.325,+0.988
1460481240,+3.40, +1.459,+11.329,+0.987
1460482140,+3.40, +1.523,+11.351,+0.987
1460483040,+3.39, +1.608,+11.370,+0.987
1460483940,+3.40, +1.683,+11.439,+0.987
1460484840,+3.40, +1.725,+11.413,+0.987
1460485740,+3.40, +1.789,+11.440,+0.988
1460486640,+3.40, +1.969,+11.446,+0.988
1460487540,+3.40, +2.085,+11.447,+0.987
1460488440,+3.40, +2.180,+11.462,+0.987
1460489340,+3.40, +2.316,+11.470,+0.988
1460490240,+3.40, +2.421,+11.501,+0.987
1460491140,+3.40, +2.484,+11.523,+0.987
1460492040,+3.40, +2.620,+11.493,+0.988
1460492940,+3.40, +2.662,+11.459,+0.987
1460493840,+3.40, +2.703,+11.521,+0.987
1460494740,+3.40, +2.891,+11.516,+0.987
1460495640,+3.40, +2.974,+11.517,+0.987
1460496540,+3.41, +3.098,+11.559,+0.988
1460497440,+3.41, +3.170,+11.544,+0.988
1460498340,+3.41, +3.180,+11.503,+0.987
1460499240,+3.41, +3.283,+11.512,+0.988
1460500140,+3.41, +3.325,+11.535,+0.987
1460501040,+3.41, +3.376,+11.510,+0.988
1460501940,+3.41, +3.458,+11.466,+0.987
1460502840,+3.41, +3.530,+11.482,+0.988
1460503740,+3.41, +3.551,+11.429,+0.987
1460504640,+3.41, +3.551,+11.443,+0.988
1460505540,+3.41, +3.612,+11.406,+0.988
1460506440,+3.41, +3.612,+11.391,+0.988
1460507340,+3.41, +3.643,+11.380,+0.988
1460508240,+3.41, +3.653,+11.358,+0.987
1460509140,+3.41, +3.643,+11.337,+0.987
1460510040,+3.41, +3.622,+11.334,+0.988
1460510940,+3.41, +3.592,+11.316,+0.987
1460511840,+3.41, +3.602,+11.303,+0.987
1460512740,+3.41, +3.530,+11.323,+0.987
1460513640,+3.41, +3.520,+11.285,+0.987
1460514540,+3.41, +3.530,+11.257,+0.987
1460515440,+3.41, +3.458,+11.257,+0.987
1460516340,+3.41, +3.448,+11.237,+0.987
1460517240,+3.41, +3.407,+11.241,+0.987
1460518140,+3.41, +3.356,+11.249,+0.987
1460519040,+3.41, +3.314,+11.243,+0.987
1460519940,+3.41, +3.211,+11.272,+0.988
1460520840,+3.41, +3.211,+11.214,+0.987
1460521740,+3.41, +3.170,+11.203,+0.987
1460522640,+3.41, +3.129,+11.188,+0.987
1460523540,+3.41, +3.046,+11.179,+0.987
1460524440,+3.41, +3.015,+11.167,+0.987
1460525340,+3.41, +2.942,+11.147,+0.987
1460526240,+3.41, +2.891,+11.143,+0.987
1460527140,+3.41, +2.849,+11.143,+0.987
1460528040,+3.41, +2.807,+11.127,+0.987
1460528940,+3.41, +2.714,+11.156,+0.988
1460529840,+3.41, +2.703,+11.090,+0.988
1460530740,+3.41, +2.641,+11.081,+0.987
1460531640,+3.41, +2.610,+11.078,+0.987
1460532540,+3.41, +2.557,+11.047,+0.987
1460533440,+3.41, +2.536,+11.035,+0.987
1460534340,+3.41, +2.484,+11.039,+0.988
1460535240,+3.41, +2.474,+11.010,+0.987
1460536140,+3.41, +2.411,+11.031,+0.988
1460537040,+3.41, +2.421,+11.006,+0.987
1460537940,+3.41, +2.411,+11.008,+0.987
1460538840,+3.41, +2.400,+10.995,+0.987
1460539740,+3.41, +2.400,+10.978,+0.988
1460540640,+3.41, +2.421,+10.953,+0.987
1460541540,+3.41, +2.379,+10.971,+0.987
1460542440,+3.41, +2.379,+10.954,+0.987
1460543340,+3.41, +2.369,+10.955,+0.988
1460544240,+3.41, +2.358,+10.928,+0.987
1460545140,+3.41, +2.379,+10.926,+0.987
1460546040,+3.41, +2.400,+10.932,+0.988
1460546940,+3.41, +2.379,+10.946,+0.988
1460547840,+3.41, +2.390,+10.914,+0.987
1460548740,+3.41, +2.379,+10.936,+0.988
1460549640,+3.41, +2.390,+10.905,+0.987
1460550540,+3.41, +2.390,+10.926,+0.987
1460551440,+3.41, +2.379,+10.938,+0.987
1460552340,+3.41, +2.411,+10.918,+0.988
1460553240,+3.41, +2.400,+10.929,+0.988
1460554140,+3.41, +2.421,+10.928,+0.988
1460555040,+3.41, +2.442,+10.928,+0.987
1460555940,+3.41, +2.453,+10.946,+0.987
1460556840,+3.41, +2.484,+10.949,+0.988
1460557740,+3.41, +2.505,+10.957,+0.987
1460558640,+3.41, +2.589,+10.952,+0.987
1460559540,+3.41, +2.662,+10.949,+0.987
1460560440,+3.41, +2.693,+10.957,+0.987
1460561340,+3.41, +2.766,+10.962,+0.987
1460562240,+3.41, +2.839,+10.969,+0.987
1460563140,+3.41, +2.922,+10.970,+0.987
1460564040,+3.41, +3.005,+11.012,+0.988
1460564940,+3.41, +3.067,+11.009,+0.987
1460565840,+3.41, +3.191,+11.015,+0.988
1460566740,+3.41, +3.283,+10.998,+0.987
1460567640,+3.41, +3.386,+11.046,+0.988
1460568540,+3.41, +3.510,+11.038,+0.988
1460569440,+3.41, +3.592,+11.065,+0.988
1460570340,+3.41, +3.694,+11.071,+0.988
1460571240,+3.41, +3.816,+11.065,+0.987
1460572140,+3.41, +3.938,+11.079,+0.987
1460573040,+3.41, +3.999,+11.117,+0.987
1460573940,+3.41, +4.162,+11.121,+0.987
1460574840,+3.42, +4.293,+11.128,+0.987
1460575740,+3.42, +4.414,+11.151,+0.988
1460576640,+3.42, +4.535,+11.131,+0.987
1460577540,+3.42, +4.656,+11.145,+0.987
1460578440,+3.42, +4.836,+11.174,+0.988
1460579340,+3.42, +4.966,+11.140,+0.987
1460580240,+3.42, +5.095,+11.160,+0.987
1460581140,+3.42, +5.205,+11.182,+0.988
1460582040,+3.42, +5.304,+11.189,+0.987
1460582940,+3.42, +5.403,+11.186,+0.987
1460583840,+3.42, +5.492,+11.209,+0.988
1460584740,+3.42, +5.620,+11.209,+0.988
1460585640,+3.42, +5.679,+11.214,+0.987
1460586540,+3.42, +5.787,+11.220,+0.987
1460587440,+3.42, +5.846,+11.203,+0.987
1460588340,+3.42, +5.905,+11.227,+0.987
1460589240,+3.42, +5.944,+11.197,+0.988
1460590140,+3.42, +5.974,+11.148,+0.988
1460591040,+3.42, +6.003,+11.122,+0.987
1460591940,+3.42, +6.013,+11.096,+0.988
1460592840,+3.42, +6.101,+11.032,+0.987
1460593740,+3.42, +6.101,+11.038,+0.987
1460594640,+3.42, +6.110,+11.034,+0.987
1460595540,+3.42, +6.091,+11.016,+0.987
1460596440,+3.43, +6.071,+10.999,+0.987
1460597340,+3.43, +6.062,+10.983,+0.987
1460598240,+3.43, +6.081,+10.973,+0.988
1460599140,+3.43, +5.993,+10.992,+0.988
1460600040,+3.43, +6.003,+10.918,+0.986
1460600940,+3.43, +5.974,+10.924,+0.988
1460601840,+3.43, +5.925,+10.923,+0.987
1460602740,+3.43, +5.885,+10.932,+0.988
1460603640,+3.43, +5.866,+10.914,+0.988
1460604540,+3.43, +5.817,+10.896,+0.987
1460605440,+3.43, +5.787,+10.871,+0.987
1460606340,+3.43, +5.738,+10.866,+0.987
1460607240,+3.43, +5.679,+10.882,+0.987
1460608140,+3.43, +5.620,+10.855,+0.987
1460609040,+3.43, +5.590,+10.854,+0.988
1460609940,+3.43, +5.541,+10.814,+0.987
1460610840,+3.43, +5.502,+10.782,+0.987
1460611740,+3.43, +5.423,+10.817,+0.987
1460612640,+3.43, +5.423,+10.771,+0.987
1460613540,+3.42, +5.383,+10.753,+0.987
1460614440,+3.43, +5.343,+10.743,+0.987
1460615340,+3.43, +5.343,+10.711,+0.988
1460616240,+3.43, +5.294,+10.724,+0.987
1460617140,+3.43, +5.244,+10.738,+0.988
1460618040,+3.43, +5.234,+10.721,+0.987
1460618940,+3.43, +5.205,+10.717,+0.988
1460619840,+3.43, +5.205,+10.683,+0.988
1460620740,+3.43, +5.165,+10.646,+0.987
1460621640,+3.43, +5.175,+10.620,+0.987
1460622540,+3.43, +5.135,+10.650,+0.987
1460623440,+3.43, +5.135,+10.642,+0.987
1460624340,+3.43, +5.155,+10.630,+0.986
1460625240,+3.42, +5.115,+10.635,+0.987
1460626140,+3.43, +5.115,+10.610,+0.987
1460627040,+3.42, +5.075,+10.623,+0.987
1460627940,+3.43, +5.105,+10.575,+0.987
1460628840,+3.43, +5.075,+10.575,+0.988
1460629740,+3.43, +5.065,+10.561,+0.988
1460630640,+3.43, +5.045,+10.530,+0.987
1460631540,+3.43, +5.055,+10.497,+0.988
1460632440,+3.42, +5.016,+10.482,+0.988
1460633340,+3.42, +5.006,+10.470,+0.988
1460634240,+3.43, +4.926,+10.460,+0.987
1460635140,+3.42, +4.976,+10.452,+0.988
1460636040,+3.42, +4.946,+10.451,+0.987
1460636940,+3.42, +4.946,+10.436,+0.987
1460637840,+3.42, +4.926,+10.439,+0.987
1460638740,+3.43, +4.956,+10.424,+0.988
1460639640,+3.42, +4.966,+10.374,+0.987
1460640540,+3.42, +4.946,+10.392,+0.987
1460641440,+3.43, +4.996,+10.397,+0.987
1460642340,+3.42, +4.986,+10.407,+0.987
1460643240,+3.42, +5.035,+10.382,+0.987
1460644140,+3.42, +5.006,+10.393,+0.988
1460645040,+3.43, +5.055,+10.383,+0.987
1460645940,+3.42, +5.105,+10.408,+0.988
1460646840,+3.42, +5.165,+10.404,+0.988
1460647740,+3.42, +5.185,+10.411,+0.987
1460648640,+3.42, +5.214,+10.439,+0.988
1460649540,+3.43, +5.264,+10.429,+0.987
1460650440,+3.43, +5.304,+10.461,+0.988
1460651340,+3.43, +5.314,+10.467,+0.988
1460652240,+3.43, +5.383,+10.473,+0.987
1460653140,+3.43, +5.502,+10.495,+0.987
1460654040,+3.43, +5.551,+10.439,+0.987
1460654940,+3.43, +5.571,+10.473,+0.987
1460655840,+3.43, +5.571,+10.524,+0.988
1460656740,+3.43, +5.679,+10.478,+0.987
1460657640,+3.43, +5.728,+10.534,+0.987
1460658540,+3.43, +5.817,+10.532,+0.987
1460659440,+3.43, +5.856,+10.572,+0.988
1460660340,+3.43, +5.915,+10.543,+0.987
1460661240,+3.43, +5.993,+10.562,+0.987
1460662140,+3.43, +6.062,+10.535,+0.987
1460663040,+3.43, +6.081,+10.528,+0.987
1460663940,+3.43, +6.130,+10.483,+0.987
1460664840,+3.43, +6.188,+10.506,+0.987
1460665740,+3.43, +6.188,+10.509,+0.987
1460666640,+3.43, +6.208,+10.542,+0.987
1460667540,+3.43, +6.286,+10.546,+0.987
1460668440,+3.43, +6.325,+10.537,+0.988
1460669340,+3.43, +6.344,+10.540,+0.987
1460670240,+3.43, +6.403,+10.498,+0.988
1460671140,+3.43, +6.403,+10.507,+0.988
1460672040,+3.43, +6.403,+10.496,+0.987
1460672940,+3.43, +6.432,+10.479,+0.986
1460673840,+3.43, +6.461,+10.516,+0.988
1460674740,+3.43, +6.509,+10.513,+0.987
1460675640,+3.43, +6.529,+10.468,+0.988
1460676540,+3.43, +6.519,+10.427,+0.987
1460677440,+3.43, +6.558,+10.386,+0.987
1460678340,+3.43, +6.529,+10.432,+0.987
1460679240,+3.43, +6.500,+10.466,+0.987
1460680140,+3.43, +6.471,+10.455,+0.987
1460681040,+3.43, +6.471,+10.425,+0.987
1460681940,+3.43, +6.432,+10.402,+0.988
1460682840,+3.43, +6.432,+10.400,+0.987
1460683740,+3.43, +6.403,+10.401,+0.988
1460684640,+3.43, +6.383,+10.372,+0.986
1460685540,+3.43, +6.373,+10.396,+0.987
1460686440,+3.43, +6.344,+10.397,+0.988
1460687340,+3.43, +6.344,+10.398,+0.987
1460688240,+3.43, +6.325,+10.410,+0.987
1460689140,+3.43, +6.325,+10.353,+0.987
1460690040,+3.43, +6.325,+10.367,+0.988
1460690940,+3.43, +6.276,+10.453,+0.986
1460691840,+3.43, +6.305,+10.499,+0.987
1460692740,+3.43, +6.286,+10.479,+0.988
1460693640,+3.43, +6.305,+10.420,+0.988
1460694540,+3.43, +6.305,+10.360,+0.987
1460695440,+3.43, +6.286,+10.353,+0.988
1460696340,+3.43, +6.296,+10.356,+0.987
1460697240,+3.43, +6.296,+10.400,+0.988
1460698140,+3.43, +6.305,+10.388,+0.988
1460699040,+3.43, +6.305,+10.350,+0.987
1460699940,+3.43, +6.305,+10.309,+0.988
1460700840,+3.43, +6.276,+10.316,+0.987
1460701740,+3.43, +6.276,+10.323,+0.988
1460702640,+3.43, +6.276,+10.303,+0.987
1460703540,+3.43, +6.296,+10.295,+0.987
1460704440,+3.43, +6.276,+10.350,+0.987
1460705340,+3.43, +6.237,+10.337,+0.987
1460706240,+3.43, +6.257,+10.286,+0.988
1460707140,+3.43, +6.257,+10.272,+0.987
1460708040,+3.43, +6.247,+10.250,+0.987
1460708940,+3.43, +6.257,+10.226,+0.986
1460709840,+3.43, +6.179,+10.287,+0.988
1460710740,+3.43, +6.218,+10.253,+0.987
1460711640,+3.43, +6.179,+10.251,+0.988
1460712540,+3.43, +6.198,+10.199,+0.988
1460713440,+3.43, +6.159,+10.201,+0.988
1460714340,+3.43, +6.130,+10.177,+0.987
1460715240,+3.43, +6.110,+10.186,+0.988
1460716140,+3.43, +6.101,+10.199,+0.988
1460717040,+3.43, +6.071,+10.218,+0.988
1460717940,+3.43, +6.042,+10.182,+0.987
1460718840,+3.43, +6.042,+10.151,+0.988
1460719740,+3.43, +6.013,+10.084,+0.987
1460720640,+3.43, +5.983,+10.127,+0.987
1460721540,+3.43, +5.954,+10.125,+0.987
1460722440,+3.43, +5.915,+10.148,+0.987
1460723340,+3.43, +5.905,+10.140,+0.987
1460724240,+3.43, +5.885,+10.099,+0.986
1460725140,+3.43, +5.885,+10.104,+0.987
1460726040,+3.43, +5.885,+10.119,+0.987
1460726940,+3.43, +5.885,+10.111,+0.987
1460727840,+3.43, +5.885,+10.125,+0.987
1460728740,+3.43, +5.885,+10.128,+0.987
1460729640,+3.43, +5.876,+10.133,+0.987
1460730540,+3.43, +5.954,+10.129,+0.988
1460731440,+3.43, +6.013,+10.117,+0.988
1460732340,+3.43, +6.042,+10.115,+0.987
1460733240,+3.43, +6.091,+10.130,+0.987
1460734140,+3.43, +6.130,+10.157,+0.988
1460735040,+3.43, +6.120,+10.155,+0.987
1460735940,+3.43, +6.159,+10.189,+0.987
1460736840,+3.43, +6.305,+10.173,+0.987
1460737740,+3.43, +6.393,+10.190,+0.987
1460738640,+3.43, +6.490,+10.222,+0.988
1460739540,+3.43, +6.606,+10.211,+0.987
1460740440,+3.43, +6.722,+10.205,+0.987
1460741340,+3.43, +6.800,+10.226,+0.987
1460742240,+3.43, +6.896,+10.254,+0.987
1460743140,+3.43, +6.992,+10.291,+0.987
1460744040,+3.43, +7.107,+10.308,+0.987
1460744940,+3.43, +7.184,+10.346,+0.987
1460745840,+3.43, +7.366,+10.345,+0.988
1460746740,+3.43, +7.452,+10.322,+0.987
1460747640,+3.44, +7.499,+10.314,+0.987
1460748540,+3.43, +7.585,+10.320,+0.988
1460749440,+3.44, +7.709,+10.303,+0.986
1460750340,+3.44, +7.737,+10.337,+0.987
1460751240,+3.44, +7.775,+10.333,+0.987
1460752140,+3.44, +7.813,+10.309,+0.987
1460753040,+3.44, +7.870,+10.325,+0.987
1460753940,+3.44, +7.927,+10.319,+0.986
1460754840,+3.44, +7.965,+10.309,+0.987
1460755740,+3.44, +7.974,+10.311,+0.987
1460756640,+3.44, +8.012,+10.279,+0.986
1460757540,+3.44, +8.012,+10.310,+0.987
1460758440,+3.44, +8.012,+10.313,+0.987
1460759340,+3.44, +8.021,+10.317,+0.986
1460760240,+3.44, +8.059,+10.310,+0.987
1460761140,+3.44, +8.031,+10.285,+0.987
1460762040,+3.44, +8.002,+10.283,+0.987
1460762940,+3.44, +8.040,+10.299,+0.988
1460763840,+3.44, +7.993,+10.293,+0.987
1460764740,+3.44, +7.993,+10.271,+0.986
1460765640,+3.44, +8.012,+10.231,+0.987
1460766540,+3.44, +7.946,+10.261,+0.987
1460767440,+3.44, +7.917,+10.236,+0.986
1460768340,+3.44, +7.917,+10.238,+0.987
1460769240,+3.44, +7.898,+10.242,+0.987
1460770140,+3.44, +7.898,+10.227,+0.988
1460771040,+3.44, +7.889,+10.199,+0.987
1460771940,+3.44, +7.898,+10.217,+0.987
1460772840,+3.44, +7.861,+10.235,+0.987
1460773740,+3.44, +7.898,+10.198,+0.987
1460774640,+3.44, +7.898,+10.193,+0.987
1460775540,+3.44, +7.917,+10.167,+0.987
1460776440,+3.44, +7.879,+10.174,+0.987
1460777340,+3.44, +7.908,+10.171,+0.987
1460778240,+3.44, +7.927,+10.129,+0.987
1460779140,+3.44, +7.917,+10.107,+0.987
1460780040,+3.44, +7.908,+10.128,+0.988
1460780940,+3.44, +7.927,+10.095,+0.986
1460781840,+3.44, +7.908,+10.080,+0.986
1460782740,+3.44, +7.917,+10.062,+0.987
1460783640,+3.44, +7.908,+10.042,+0.987
1460784540,+3.44, +7.917,+10.017,+0.986
1460785440,+3.44, +7.898,+10.012,+0.987
1460786340,+3.44, +7.927, +9.989,+0.987
1460787240,+3.44, +7.917, +9.970,+0.987
1460788140,+3.44, +7.898, +9.960,+0.988
1460789040,+3.44, +7.898, +9.915,+0.987
1460789940,+3.44, +7.889, +9.902,+0.986
1460790840,+3.44, +7.889, +9.893,+0.987
1460791740,+3.44, +7.898, +9.867,+0.987
1460792640,+3.44, +7.870, +9.860,+0.988
1460793540,+3.44, +7.851, +9.834,+0.987
1460794440,+3.44, +7.842, +9.805,+0.987
1460795340,+3.44, +7.842, +9.775,+0.987
1460796240,+3.44, +7.813, +9.750,+0.987
1460797140,+3.44, +7.775, +9.744,+0.987
1460798040,+3.44, +7.785, +9.731,+0.988
1460798940,+3.44, +7.737, +9.714,+0.987
1460799840,+3.44, +7.709, +9.673,+0.986
1460800740,+3.44, +7.699, +9.663,+0.987
1460801640,+3.44, +7.671, +9.640,+0.987
1460802540,+3.44, +7.642, +9.634,+0.987
1460803440,+3.44, +7.566, +9.614,+0.987
1460804340,+3.44, +7.576, +9.570,+0.986
1460805240,+3.44, +7.528, +9.576,+0.988
1460806140,+3.44, +7.528, +9.509,+0.988
1460807040,+3.44, +7.490, +9.420,+0.986
1460807940,+3.44, +7.461, +9.426,+0.987
1460808840,+3.44, +7.442, +9.402,+0.987
1460809740,+3.44, +7.404, +9.420,+0.988
1460810640,+3.44, +7.366, +9.433,+0.987
1460811540,+3.44, +7.375, +9.384,+0.986
1460812440,+3.44, +7.347, +9.383,+0.987
1460813340,+3.44, +7.395, +9.385,+0.987
1460814240,+3.44, +7.385, +9.359,+0.987
1460815140,+3.44, +7.414, +9.320,+0.987
1460816040,+3.44, +7.452, +9.263,+0.987
1460816940,+3.44, +7.509, +9.307,+0.987
1460817840,+3.44, +7.538, +9.398,+0.987
1460818740,+3.44, +7.576, +9.415,+0.987
1460819640,+3.44, +7.671, +9.389,+0.986
1460820540,+3.44, +7.766, +9.390,+0.987
1460821440,+3.44, +7.861, +9.405,+0.987
1460822340,+3.44, +7.927, +9.434,+0.986
1460823240,+3.44, +8.040, +9.467,+0.988
1460824140,+3.44, +8.172, +9.456,+0.987
1460825040,+3.44, +8.323, +9.470,+0.987
1460825940,+3.44, +8.445, +9.467,+0.987
1460826840,+3.44, +8.520, +9.490,+0.987
1460827740,+3.44, +8.651, +9.498,+0.987
1460828640,+3.44, +8.763, +9.492,+0.987
1460829540,+3.44, +8.819, +9.495,+0.987
1460830440,+3.44, +8.940, +9.485,+0.987
1460831340,+3.45, +8.996, +9.507,+0.987
1460832240,+3.44, +9.182, +9.492,+0.986
1460833140,+3.45, +9.302, +9.479,+0.987
1460834040,+3.45, +9.348, +9.443,+0.986
1460834940,+3.45, +9.496, +9.489,+0.987
1460835840,+3.45, +9.644, +9.470,+0.986
1460836740,+3.45, +9.690, +9.481,+0.987
1460837640,+3.45, +9.763, +9.457,+0.986
1460838540,+3.45, +9.754, +9.445,+0.986
1460839440,+3.45, +9.809, +9.464,+0.987
1460840340,+3.45, +9.883, +9.458,+0.987
1460841240,+3.45, +9.938, +9.470,+0.987
1460842140,+3.45, +9.956, +9.482,+0.987
1460843040,+3.45,+10.011, +9.491,+0.987
1460843940,+3.45,+10.066, +9.507,+0.988
1460844840,+3.45,+10.112, +9.481,+0.986
1460845740,+3.45,+10.148, +9.455,+0.987
1460846640,+3.45,+10.157, +9.478,+0.987
1460847540,+3.45,+10.176, +9.485,+0.987
1460848440,+3.45,+10.194, +9.459,+0.985
1460849340,+3.45,+10.185, +9.496,+0.988
1460850240,+3.45,+10.221, +9.467,+0.987
1460851140,+3.45,+10.221, +9.456,+0.986
1460852040,+3.45,+10.203, +9.460,+0.986
1460852940,+3.45,+10.230, +9.478,+0.987
1460853840,+3.45,+10.230, +9.442,+0.987
1460854740,+3.45,+10.221, +9.461,+0.986
1460855640,+3.45,+10.239, +9.423,+0.986
1460856540,+3.45,+10.230, +9.422,+0.986
1460857440,+3.45,+10.230, +9.390,+0.987
1460858340,+3.45,+10.221, +9.403,+0.987
1460859240,+3.46,+10.212, +9.371,+0.986
1460860140,+3.45,+10.203, +9.358,+0.986
1460861040,+3.45,+10.194, +9.337,+0.986
1460861940,+3.46,+10.176, +9.323,+0.986
1460862840,+3.46,+10.121, +9.233,+0.986
1460863740,+3.45,+10.157, +9.299,+0.987
1460864640,+3.46,+10.121, +9.287,+0.986
1460865540,+3.46,+10.102, +9.318,+0.987
1460866440,+3.45,+10.121, +9.248,+0.987
1460867340,+3.45,+10.093, +9.163,+0.986
1460868240,+3.45,+10.102, +9.166,+0.986
1460869140,+3.45,+10.057, +9.123,+0.986
1460870040,+3.45,+10.057, +9.020,+0.986
1460870940,+3.46,+10.020, +9.075,+0.986
1460871840,+3.45,+10.002, +9.072,+0.986
1460872740,+3.45, +9.974, +8.979,+0.985
1460873640,+3.46, +9.965, +9.009,+0.986
1460874540,+3.46, +9.928, +8.876,+0.985
1460875440,+3.45, +9.938, +8.888,+0.985
1460876340,+3.46, +9.883, +8.976,+0.986
1460877240,+3.46, +9.846, +8.952,+0.986
1460878140,+3.45, +9.809, +8.900,+0.986
1460879040,+3.46, +9.754, +8.870,+0.987
1460879940,+3.46, +9.717, +8.947,+0.987
1460880840,+3.46, +9.690, +8.885,+0.987
1460881740,+3.45, +9.625, +8.862,+0.986
1460882640,+3.45, +9.588, +8.901,+0.987
1460883540,+3.46, +9.542, +8.745,+0.986
1460884440,+3.45, +9.496, +8.807,+0.986
1460885340,+3.45, +9.432, +8.840,+0.988
1460886240,+3.45, +9.413, +8.785,+0.987
1460887140,+3.45, +9.376, +8.748,+0.987
1460888040,+3.45, +9.358, +8.746,+0.987
1460888940,+3.45, +9.330, +8.732,+0.987
1460889840,+3.45, +9.274, +8.710,+0.987
1460890740,+3.45, +9.228, +8.671,+0.987
1460891640,+3.45, +9.200, +8.642,+0.987
1460892540,+3.45, +9.135, +8.621,+0.987
1460893440,+3.45, +9.135, +8.615,+0.987
1460894340,+3.45, +9.080, +8.599,+0.987
1460895240,+3.45, +9.043, +8.585,+0.988
1460896140,+3.45, +9.005, +8.539,+0.988
1460897040,+3.45, +8.987, +8.525,+0.988
1460897940,+3.45, +8.950, +8.492,+0.987
1460898840,+3.45, +8.903, +8.506,+0.988
1460899740,+3.45, +8.875, +8.485,+0.987
1460900640,+3.45, +8.828, +8.485,+0.987
1460901540,+3.45, +8.819, +8.475,+0.987
1460902440,+3.45, +8.763, +8.450,+0.987
1460903340,+3.45, +8.744, +8.426,+0.988
1460904240,+3.45, +8.726, +8.405,+0.987
1460905140,+3.45, +8.698, +8.411,+0.988
1460906040,+3.45, +8.642, +8.414,+0.988
1460906940,+3.45, +8.651, +8.383,+0.988
1460907840,+3.45, +8.604, +8.395,+0.988
1460908740,+3.45, +8.623, +8.377,+0.987
1460909640,+3.45, +8.660, +8.390,+0.988
1460910540,+3.45, +8.707, +8.382,+0.987
1460911440,+3.45, +8.726, +8.401,+0.988
1460912340,+3.45, +8.782, +8.403,+0.988
1460913240,+3.45, +8.791, +8.391,+0.987
1460914140,+3.45, +8.810, +8.375,+0.987
1460915040,+3.45, +8.856, +8.381,+0.987
1460915940,+3.45, +8.931, +8.372,+0.987
1460916840,+3.45, +8.950, +8.387,+0.987
1460917740,+3.45, +8.987, +8.387,+0.986
1460918640,+3.45, +9.061, +8.393,+0.987
1460919540,+3.45, +9.117, +8.401,+0.987
1460920440,+3.45, +9.154, +8.418,+0.987
1460921340,+3.45, +9.256, +8.420,+0.988
1460922240,+3.45, +9.311, +8.373,+0.987
1460923140,+3.45, +9.358, +8.391,+0.986
1460924040,+3.45, +9.413, +8.404,+0.987
1460924940,+3.45, +9.515, +8.392,+0.987
1460925840,+3.45, +9.607, +8.373,+0.987
1460926740,+3.45, +9.625, +8.430,+0.987
1460927640,+3.45, +9.736, +8.439,+0.987
1460928540,+3.45, +9.717, +8.438,+0.987
1460929440,+3.45, +9.754, +8.476,+0.986
1460930340,+3.45, +9.800, +8.495,+0.987
1460931240,+3.45, +9.828, +8.550,+0.986
1460932140,+3.45, +9.864, +8.529,+0.987
1460933040,+3.45, +9.864, +8.592,+0.986
1460933940,+3.45, +9.864, +8.579,+0.987
1460934840,+3.45, +9.864, +8.611,+0.986
1460935740,+3.45, +9.864, +8.603,+0.987
1460936640,+3.45, +9.864, +8.655,+0.987
1460937540,+3.45, +9.828, +8.676,+0.987
1460938440,+3.45, +9.846, +8.691,+0.987
1460939340,+3.45, +9.791, +8.692,+0.987
1460940240,+3.45, +9.745, +8.761,+0.987
1460941140,+3.45, +9.727, +8.743,+0.986
1460942040,+3.45, +9.699, +8.738,+0.987
1460942940,+3.45, +9.662, +8.786,+0.987
1460943840,+3.45, +9.616, +8.778,+0.987
1460944740,+3.45, +9.616, +8.774,+0.986
1460945640,+3.45, +9.579, +8.790,+0.985
1460946540,+3.45, +9.552, +8.785,+0.987
1460947440,+3.45, +9.542, +8.790,+0.987
1460948340,+3.45, +9.515, +8.797,+0.986
1460949240,+3.45, +9.487, +8.826,+0.987
1460950140,+3.45, +9.450, +8.836,+0.986
1460951040,+3.45, +9.413, +8.843,+0.987
1460951940,+3.45, +9.385, +8.834,+0.987
1460952840,+3.45, +9.311, +8.856,+0.987
1460953740,+3.45, +9.293, +8.819,+0.987
1460954640,+3.45, +9.256, +8.807,+0.986
1460955540,+3.45, +9.237, +8.798,+0.987
1460956440,+3.45, +9.210, +8.782,+0.987
1460957340,+3.45, +9.145, +8.782,+0.987
1460958240,+3.45, +9.080, +8.751,+0.986
1460959140,+3.45, +9.052, +8.746,+0.987
1460960040,+3.45, +8.987, +8.696,+0.987
1460960940,+3.45, +8.959, +8.682,+0.987
1460961840,+3.45, +8.912, +8.659,+0.987
1460962740,+3.45, +8.847, +8.641,+0.986
1460963640,+3.45, +8.791, +8.635,+0.987
1460964540,+3.45, +8.716, +8.600,+0.987
1460965440,+3.45, +8.670, +8.597,+0.987
1460966340,+3.45, +8.632, +8.570,+0.988
1460967240,+3.45, +8.595, +8.543,+0.987
