time,bat,temp,DO,Q 
1459961940,+3.39, +0.586,+10.993,+0.988
1459962840,+3.39, +0.651,+10.978,+0.987
1459963740,+3.39, +0.727,+10.987,+0.988
1459964640,+3.39, +0.825,+10.953,+0.987
1459965540,+3.39, +0.857,+10.964,+0.988
1459966440,+3.39, +0.879,+10.964,+0.987
1459967340,+3.39, +0.944,+10.942,+0.987
1459968240,+3.39, +0.976,+10.971,+0.987
1459969140,+3.39, +1.051,+10.970,+0.988
1459970040,+3.39, +1.148,+10.958,+0.987
1459970940,+3.39, +1.170,+10.967,+0.988
1459971840,+3.39, +1.191,+10.970,+0.988
1459972740,+3.39, +1.277,+10.966,+0.988
1459973640,+3.39, +1.373,+10.963,+0.987
1459974540,+3.39, +1.405,+10.962,+0.987
1459975440,+3.39, +1.416,+10.978,+0.988
1459976340,+3.39, +1.502,+10.954,+0.988
1459977240,+3.40, +1.523,+10.934,+0.988
1459978140,+3.39, +1.523,+10.911,+0.988
1459979040,+3.39, +1.534,+10.906,+0.987
1459979940,+3.39, +1.598,+10.917,+0.987
1459980840,+3.40, +1.608,+10.915,+0.988
1459981740,+3.40, +1.629,+10.889,+0.988
1459982640,+3.40, +1.608,+10.882,+0.987
1459983540,+3.40, +1.587,+10.899,+0.988
1459984440,+3.39, +1.619,+10.882,+0.988
1459985340,+3.40, +1.587,+10.892,+0.988
1459986240,+3.40, +1.619,+10.875,+0.988
1459987140,+3.40, +1.629,+10.844,+0.988
1459988040,+3.40, +1.619,+10.851,+0.989
1459988940,+3.40, +1.587,+10.843,+0.988
1459989840,+3.40, +1.576,+10.834,+0.988
1459990740,+3.39, +1.566,+10.822,+0.987
1459991640,+3.40, +1.555,+10.819,+0.988
1459992540,+3.40, +1.566,+10.801,+0.988
1459993440,+3.40, +1.523,+10.812,+0.988
1459994340,+3.40, +1.491,+10.819,+0.988
1459995240,+3.40, +1.480,+10.802,+0.987
1459996140,+3.40, +1.459,+10.794,+0.988
1459997040,+3.40, +1.459,+10.778,+0.988
1459997940,+3.40, +1.405,+10.795,+0.988
1459998840,+3.40, +1.373,+10.784,+0.988
1459999740,+3.40, +1.384,+10.751,+0.987
1460000640,+3.40, +1.341,+10.768,+0.988
1460001540,+3.40, +1.341,+10.759,+0.988
1460002440,+3.40, +1.341,+10.753,+0.988
1460003340,+3.39, +1.320,+10.742,+0.987
1460004240,+3.40, +1.309,+10.754,+0.988
1460005140,+3.40, +1.320,+10.767,+0.989
1460006040,+3.40, +1.309,+10.743,+0.988
1460006940,+3.40, +1.288,+10.759,+0.988
1460007840,+3.40, +1.298,+10.744,+0.988
1460008740,+3.40, +1.266,+10.755,+0.988
1460009640,+3.40, +1.298,+10.731,+0.987
1460010540,+3.40, +1.288,+10.755,+0.988
1460011440,+3.40, +1.288,+10.739,+0.987
1460012340,+3.40, +1.298,+10.747,+0.988
1460013240,+3.40, +1.298,+10.748,+0.988
1460014140,+3.40, +1.245,+10.795,+0.988
1460015040,+3.40, +1.331,+10.736,+0.987
1460015940,+3.40, +1.309,+10.751,+0.987
1460016840,+3.40, +1.320,+10.744,+0.987
1460017740,+3.40, +1.298,+10.759,+0.988
1460018640,+3.40, +1.298,+10.754,+0.987
1460019540,+3.40, +1.298,+10.760,+0.988
1460020440,+3.39, +1.277,+10.773,+0.988
1460021340,+3.40, +1.277,+10.757,+0.987
1460022240,+3.40, +1.298,+10.749,+0.987
1460023140,+3.40, +1.266,+10.762,+0.988
1460024040,+3.40, +1.288,+10.759,+0.988
1460024940,+3.40, +1.266,+10.756,+0.988
1460025840,+3.40, +1.256,+10.746,+0.987
1460026740,+3.40, +1.245,+10.738,+0.987
1460027640,+3.40, +1.213,+10.763,+0.988
1460028540,+3.40, +1.223,+10.746,+0.987
1460029440,+3.40, +1.234,+10.728,+0.988
1460030340,+3.40, +1.180,+10.737,+0.987
1460031240,+3.39, +1.191,+10.735,+0.988
1460032140,+3.39, +1.170,+10.735,+0.988
1460033040,+3.40, +1.213,+10.713,+0.988
1460033940,+3.40, +1.180,+10.728,+0.988
1460034840,+3.39, +1.180,+10.724,+0.988
1460035740,+3.39, +1.170,+10.729,+0.988
1460036640,+3.40, +1.170,+10.729,+0.987
1460037540,+3.40, +1.191,+10.725,+0.987
1460038440,+3.40, +1.202,+10.729,+0.987
1460039340,+3.39, +1.180,+10.751,+0.987
1460040240,+3.39, +1.223,+10.753,+0.988
1460041140,+3.40, +1.256,+10.743,+0.988
1460042040,+3.39, +1.234,+10.749,+0.987
1460042940,+3.39, +1.234,+10.770,+0.987
1460043840,+3.40, +1.277,+10.762,+0.988
1460044740,+3.40, +1.320,+10.741,+0.987
1460045640,+3.40, +1.341,+10.752,+0.987
1460046540,+3.40, +1.352,+10.787,+0.988
1460047440,+3.40, +1.384,+10.766,+0.987
1460048340,+3.40, +1.459,+10.748,+0.987
1460049240,+3.40, +1.448,+10.762,+0.987
1460050140,+3.40, +1.491,+10.768,+0.988
1460051040,+3.40, +1.544,+10.743,+0.987
1460051940,+3.40, +1.555,+10.785,+0.988
1460052840,+3.39, +1.619,+10.794,+0.988
1460053740,+3.40, +1.683,+10.785,+0.987
1460054640,+3.40, +1.736,+10.771,+0.987
1460055540,+3.40, +1.768,+10.804,+0.988
1460056440,+3.40, +1.789,+10.815,+0.988
1460057340,+3.40, +1.863,+10.790,+0.987
1460058240,+3.40, +1.905,+10.800,+0.988
1460059140,+3.40, +1.937,+10.798,+0.988
1460060040,+3.40, +2.001,+10.794,+0.988
1460060940,+3.40, +2.032,+10.797,+0.987
1460061840,+3.40, +2.064,+10.805,+0.988
1460062740,+3.40, +2.085,+10.791,+0.988
1460063640,+3.40, +2.127,+10.797,+0.988
1460064540,+3.40, +2.138,+10.813,+0.988
1460065440,+3.40, +2.201,+10.806,+0.987
1460066340,+3.40, +2.201,+10.803,+0.987
1460067240,+3.40, +2.201,+10.822,+0.988
1460068140,+3.40, +2.243,+10.827,+0.988
1460069040,+3.40, +2.222,+10.830,+0.988
1460069940,+3.40, +2.190,+10.853,+0.988
1460070840,+3.40, +2.253,+10.838,+0.987
1460071740,+3.40, +2.232,+10.857,+0.988
1460072640,+3.40, +2.243,+10.862,+0.988
1460073540,+3.40, +2.211,+10.887,+0.988
1460074440,+3.40, +2.201,+10.887,+0.988
1460075340,+3.40, +2.180,+10.896,+0.988
1460076240,+3.40, +2.180,+10.891,+0.988
1460077140,+3.40, +2.159,+10.897,+0.988
1460078040,+3.40, +2.117,+10.915,+0.987
1460078940,+3.40, +2.053,+10.928,+0.987
1460079840,+3.40, +2.053,+10.943,+0.988
1460080740,+3.40, +2.022,+10.957,+0.988
1460081640,+3.40, +1.990,+10.979,+0.988
1460082540,+3.40, +1.937,+10.975,+0.987
1460083440,+3.40, +1.916,+10.973,+0.987
1460084340,+3.40, +1.884,+10.995,+0.988
1460085240,+3.40, +1.863,+11.020,+0.988
1460086140,+3.40, +1.789,+11.010,+0.987
1460087040,+3.40, +1.789,+10.994,+0.987
1460087940,+3.40, +1.757,+11.004,+0.987
1460088840,+3.40, +1.715,+11.025,+0.987
1460089740,+3.40, +1.693,+11.033,+0.988
1460090640,+3.40, +1.672,+11.023,+0.988
1460091540,+3.40, +1.629,+11.017,+0.987
1460092440,+3.40, +1.576,+11.026,+0.987
1460093340,+3.40, +1.544,+11.030,+0.988
1460094240,+3.40, +1.544,+11.033,+0.988
1460095140,+3.40, +1.502,+11.023,+0.987
1460096040,+3.40, +1.448,+11.032,+0.987
1460096940,+3.40, +1.438,+11.031,+0.987
1460097840,+3.40, +1.405,+11.029,+0.987
1460098740,+3.40, +1.427,+11.024,+0.988
1460099640,+3.40, +1.416,+11.002,+0.987
1460100540,+3.40, +1.373,+11.008,+0.987
1460101440,+3.40, +1.373,+10.993,+0.987
1460102340,+3.40, +1.384,+10.995,+0.988
1460103240,+3.40, +1.363,+11.012,+0.988
1460104140,+3.40, +1.320,+11.002,+0.987
1460105040,+3.40, +1.245,+11.015,+0.988
1460105940,+3.40, +1.213,+11.002,+0.988
1460106840,+3.40, +1.170,+10.999,+0.988
1460107740,+3.40, +1.180,+11.012,+0.988
1460108640,+3.40, +1.137,+11.019,+0.987
1460109540,+3.40, +1.116,+11.026,+0.988
1460110440,+3.40, +1.105,+11.021,+0.987
1460111340,+3.40, +1.094,+11.013,+0.987
1460112240,+3.40, +1.084,+11.007,+0.988
1460113140,+3.40, +1.073,+11.003,+0.987
1460114040,+3.40, +1.030,+11.015,+0.987
1460114940,+3.40, +0.976,+11.043,+0.988
1460115840,+3.39, +0.922,+11.033,+0.987
1460116740,+3.40, +0.911,+11.024,+0.987
1460117640,+3.40, +0.846,+11.051,+0.988
1460118540,+3.40, +0.781,+11.060,+0.987
1460119440,+3.40, +0.749,+11.055,+0.987
1460120340,+3.40, +0.727,+11.068,+0.987
1460121240,+3.39, +0.684,+11.079,+0.987
1460122140,+3.39, +0.716,+11.077,+0.987
1460123040,+3.39, +0.662,+11.081,+0.987
1460123940,+3.39, +0.684,+11.113,+0.987
1460124840,+3.39, +0.706,+11.149,+0.987
1460125740,+3.39, +0.630,+11.155,+0.988
1460126640,+3.39, +0.586,+11.162,+0.987
1460127540,+3.39, +0.597,+11.190,+0.987
1460128440,+3.39, +0.554,+11.202,+0.987
1460129340,+3.39, +0.662,+11.228,+0.987
1460130240,+3.39, +0.727,+11.244,+0.987
1460131140,+3.39, +0.673,+11.265,+0.988
1460132040,+3.39, +0.760,+11.267,+0.987
1460132940,+3.39, +0.792,+11.299,+0.987
1460133840,+3.39, +0.803,+11.325,+0.987
1460134740,+3.39, +0.879,+11.344,+0.987
1460135640,+3.39, +0.944,+11.347,+0.987
1460136540,+3.39, +0.976,+11.358,+0.987
1460137440,+3.39, +1.008,+11.394,+0.988
1460138340,+3.39, +1.105,+11.391,+0.987
1460139240,+3.39, +1.159,+11.389,+0.987
1460140140,+3.40, +1.234,+11.410,+0.987
1460141040,+3.40, +1.309,+11.432,+0.988
1460141940,+3.40, +1.427,+11.410,+0.987
1460142840,+3.40, +1.480,+11.443,+0.988
1460143740,+3.40, +1.576,+11.440,+0.987
1460144640,+3.40, +1.640,+11.444,+0.987
1460145540,+3.40, +1.693,+11.456,+0.987
1460146440,+3.40, +1.768,+11.471,+0.987
1460147340,+3.40, +1.874,+11.492,+0.987
1460148240,+3.40, +1.979,+11.498,+0.988
1460149140,+3.40, +2.022,+11.502,+0.988
1460150040,+3.40, +2.085,+11.504,+0.988
1460150940,+3.40, +2.159,+11.511,+0.987
1460151840,+3.40, +2.264,+11.513,+0.986
1460152740,+3.40, +2.348,+11.500,+0.987
1460153640,+3.40, +2.369,+11.470,+0.988
1460154540,+3.40, +2.337,+11.493,+0.987
1460155440,+3.40, +2.379,+11.505,+0.988
1460156340,+3.40, +2.421,+11.493,+0.987
1460157240,+3.40, +2.474,+11.512,+0.987
1460158140,+3.40, +2.474,+11.473,+0.987
1460159040,+3.40, +2.432,+11.456,+0.987
1460159940,+3.40, +2.400,+11.451,+0.987
1460160840,+3.40, +2.379,+11.431,+0.987
1460161740,+3.40, +2.337,+11.428,+0.987
1460162640,+3.40, +2.253,+11.414,+0.986
1460163540,+3.40, +2.201,+11.410,+0.987
1460164440,+3.40, +2.148,+11.396,+0.987
1460165340,+3.40, +2.096,+11.385,+0.987
1460166240,+3.40, +2.011,+11.399,+0.987
1460167140,+3.40, +1.948,+11.391,+0.987
1460168040,+3.40, +1.916,+11.376,+0.987
1460168940,+3.40, +1.874,+11.352,+0.987
1460169840,+3.40, +1.831,+11.347,+0.987
1460170740,+3.40, +1.746,+11.356,+0.987
1460171640,+3.40, +1.672,+11.364,+0.987
1460172540,+3.40, +1.661,+11.342,+0.988
1460173440,+3.40, +1.587,+11.341,+0.988
1460174340,+3.40, +1.555,+11.347,+0.988
1460175240,+3.40, +1.512,+11.324,+0.988
1460176140,+3.40, +1.427,+11.343,+0.987
1460177040,+3.40, +1.405,+11.312,+0.987
1460177940,+3.40, +1.341,+11.311,+0.987
1460178840,+3.40, +1.331,+11.296,+0.987
1460179740,+3.40, +1.277,+11.304,+0.987
1460180640,+3.40, +1.245,+11.294,+0.987
1460181540,+3.40, +1.202,+11.300,+0.987
1460182440,+3.40, +1.202,+11.280,+0.987
1460183340,+3.40, +1.170,+11.260,+0.987
1460184240,+3.40, +1.170,+11.258,+0.987
1460185140,+3.40, +1.073,+11.297,+0.987
1460186040,+3.40, +1.073,+11.274,+0.987
1460186940,+3.40, +1.030,+11.292,+0.988
1460187840,+3.40, +0.987,+11.288,+0.987
1460188740,+3.40, +0.987,+11.279,+0.987
1460189640,+3.40, +0.976,+11.276,+0.987
1460190540,+3.40, +0.944,+11.262,+0.987
1460191440,+3.40, +0.933,+11.270,+0.987
1460192340,+3.40, +0.900,+11.263,+0.987
1460193240,+3.40, +0.868,+11.248,+0.987
1460194140,+3.39, +0.814,+11.263,+0.988
1460195040,+3.40, +0.771,+11.279,+0.988
1460195940,+3.39, +0.738,+11.240,+0.987
1460196840,+3.40, +0.727,+11.232,+0.987
1460197740,+3.39, +0.706,+11.242,+0.987
1460198640,+3.39, +0.673,+11.243,+0.988
1460199540,+3.40, +0.640,+11.221,+0.987
1460200440,+3.39, +0.630,+11.213,+0.987
1460201340,+3.39, +0.564,+11.226,+0.988
1460202240,+3.39, +0.543,+11.217,+0.988
1460203140,+3.39, +0.499,+11.216,+0.987
1460204040,+3.39, +0.456,+11.212,+0.987
1460204940,+3.39, +0.401,+11.218,+0.987
1460205840,+3.39, +0.401,+11.206,+0.987
1460206740,+3.39, +0.390,+11.215,+0.987
1460207640,+3.39, +0.401,+11.203,+0.987
1460208540,+3.39, +0.379,+11.208,+0.987
1460209440,+3.39, +0.390,+11.204,+0.987
1460210340,+3.39, +0.368,+11.221,+0.987
1460211240,+3.39, +0.357,+11.241,+0.988
1460212140,+3.39, +0.346,+11.232,+0.987
1460213040,+3.39, +0.346,+11.265,+0.987
1460213940,+3.39, +0.456,+11.230,+0.987
1460214840,+3.39, +0.412,+11.268,+0.988
1460215740,+3.39, +0.445,+11.285,+0.988
1460216640,+3.39, +0.456,+11.276,+0.987
1460217540,+3.39, +0.445,+11.288,+0.987
1460218440,+3.39, +0.466,+11.308,+0.988
1460219340,+3.39, +0.477,+11.314,+0.987
1460220240,+3.39, +0.499,+11.319,+0.987
1460221140,+3.39, +0.477,+11.326,+0.987
1460222040,+3.39, +0.543,+11.335,+0.987
1460222940,+3.39, +0.554,+11.349,+0.987
1460223840,+3.39, +0.575,+11.354,+0.988
1460224740,+3.39, +0.597,+11.360,+0.988
1460225640,+3.39, +0.575,+11.389,+0.987
1460226540,+3.39, +0.630,+11.398,+0.987
1460227440,+3.39, +0.640,+11.407,+0.987
1460228340,+3.39, +0.651,+11.410,+0.987
1460229240,+3.39, +0.727,+11.435,+0.987
1460230140,+3.39, +0.792,+11.438,+0.988
1460231040,+3.39, +0.846,+11.449,+0.987
1460231940,+3.39, +0.922,+11.461,+0.987
1460232840,+3.39, +1.019,+11.464,+0.987
1460233740,+3.39, +1.062,+11.487,+0.988
1460234640,+3.39, +1.180,+11.484,+0.988
1460235540,+3.39, +1.256,+11.481,+0.988
1460236440,+3.39, +1.309,+11.447,+0.987
1460237340,+3.39, +1.320,+11.494,+0.987
1460238240,+3.39, +1.405,+11.500,+0.987
1460239140,+3.39, +1.405,+11.485,+0.987
1460240040,+3.39, +1.416,+11.508,+0.987
1460240940,+3.39, +1.470,+11.517,+0.988
1460241840,+3.39, +1.491,+11.495,+0.987
1460242740,+3.40, +1.512,+11.482,+0.987
1460243640,+3.40, +1.534,+11.505,+0.988
1460244540,+3.39, +1.566,+11.469,+0.987
1460245440,+3.40, +1.566,+11.483,+0.988
1460246340,+3.40, +1.566,+11.463,+0.987
1460247240,+3.40, +1.576,+11.473,+0.987
1460248140,+3.40, +1.576,+11.468,+0.987
1460249040,+3.40, +1.576,+11.450,+0.987
1460249940,+3.40, +1.566,+11.455,+0.988
1460250840,+3.40, +1.544,+11.449,+0.988
1460251740,+3.40, +1.523,+11.438,+0.988
1460252640,+3.40, +1.523,+11.436,+0.987
1460253540,+3.40, +1.491,+11.412,+0.987
1460254440,+3.40, +1.470,+11.398,+0.987
1460255340,+3.40, +1.427,+11.400,+0.987
1460256240,+3.40, +1.405,+11.378,+0.987
1460257140,+3.40, +1.373,+11.387,+0.987
1460258040,+3.40, +1.363,+11.367,+0.987
1460258940,+3.40, +1.373,+11.337,+0.987
1460259840,+3.40, +1.298,+11.339,+0.988
1460260740,+3.40, +1.256,+11.325,+0.987
1460261640,+3.39, +1.213,+11.322,+0.987
1460262540,+3.40, +1.180,+11.306,+0.987
1460263440,+3.40, +1.116,+11.316,+0.988
1460264340,+3.40, +1.105,+11.290,+0.987
1460265240,+3.40, +1.041,+11.288,+0.987
1460266140,+3.40, +1.030,+11.266,+0.988
1460267040,+3.40, +0.998,+11.257,+0.988
1460267940,+3.39, +0.933,+11.273,+0.988
1460268840,+3.40, +0.911,+11.252,+0.987
1460269740,+3.39, +0.900,+11.264,+0.987
1460270640,+3.40, +0.890,+11.250,+0.987
1460271540,+3.39, +0.879,+11.241,+0.987
1460272440,+3.39, +0.836,+11.243,+0.987
1460273340,+3.39, +0.836,+11.250,+0.987
1460274240,+3.39, +0.814,+11.265,+0.987
1460275140,+3.39, +0.781,+11.312,+0.988
1460276040,+3.39, +0.738,+11.293,+0.987
1460276940,+3.39, +0.716,+11.283,+0.987
1460277840,+3.39, +0.716,+11.297,+0.988
1460278740,+3.39, +0.684,+11.302,+0.987
1460279640,+3.39, +0.684,+11.307,+0.987
1460280540,+3.39, +0.673,+11.322,+0.987
1460281440,+3.39, +0.673,+11.318,+0.987
1460282340,+3.39, +0.662,+11.335,+0.987
1460283240,+3.39, +0.673,+11.326,+0.987
1460284140,+3.39, +0.706,+11.295,+0.987
1460285040,+3.39, +0.640,+11.305,+0.987
1460285940,+3.39, +0.662,+11.275,+0.987
1460286840,+3.39, +0.640,+11.289,+0.987
1460287740,+3.39, +0.630,+11.322,+0.987
1460288640,+3.39, +0.640,+11.314,+0.987
1460289540,+3.39, +0.608,+11.307,+0.987
1460290440,+3.39, +0.651,+11.268,+0.988
1460291340,+3.39, +0.630,+11.272,+0.988
1460292240,+3.39, +0.640,+11.235,+0.987
1460293140,+3.39, +0.640,+11.230,+0.987
1460294040,+3.39, +0.651,+11.198,+0.987
1460294940,+3.39, +0.640,+11.209,+0.986
1460295840,+3.39, +0.640,+11.253,+0.987
1460296740,+3.39, +0.651,+11.252,+0.987
1460297640,+3.39, +0.640,+11.258,+0.987
1460298540,+3.39, +0.662,+11.238,+0.987
1460299440,+3.39, +0.662,+11.243,+0.987
1460300340,+3.39, +0.684,+11.224,+0.987
1460301240,+3.39, +0.673,+11.223,+0.987
1460302140,+3.39, +0.673,+11.234,+0.987
1460303040,+3.39, +0.695,+11.253,+0.987
1460303940,+3.39, +0.706,+11.259,+0.987
1460304840,+3.39, +0.727,+11.308,+0.988
1460305740,+3.39, +0.836,+11.288,+0.987
1460306640,+3.39, +0.792,+11.277,+0.988
1460307540,+3.39, +0.781,+11.279,+0.987
1460308440,+3.39, +0.771,+11.281,+0.987
1460309340,+3.39, +0.781,+11.283,+0.987
1460310240,+3.39, +0.792,+11.278,+0.987
1460311140,+3.39, +0.792,+11.276,+0.986
1460312040,+3.39, +0.792,+11.298,+0.987
1460312940,+3.39, +0.814,+11.324,+0.987
1460313840,+3.39, +0.814,+11.311,+0.988
1460314740,+3.39, +0.836,+11.296,+0.987
1460315640,+3.39, +0.771,+11.336,+0.987
1460316540,+3.39, +0.814,+11.345,+0.988
1460317440,+3.39, +0.792,+11.364,+0.988
1460318340,+3.39, +0.868,+11.373,+0.987
1460319240,+3.39, +0.879,+11.415,+0.987
1460320140,+3.39, +0.922,+11.385,+0.987
1460321040,+3.39, +0.890,+11.421,+0.987
1460321940,+3.39, +0.954,+11.411,+0.987
1460322840,+3.39, +0.965,+11.388,+0.988
1460323740,+3.39, +0.976,+11.377,+0.987
1460324640,+3.39, +0.965,+11.397,+0.988
1460325540,+3.39, +0.976,+11.388,+0.987
1460326440,+3.39, +0.976,+11.427,+0.987
1460327340,+3.39, +0.987,+11.430,+0.988
1460328240,+3.39, +0.998,+11.437,+0.987
1460329140,+3.39, +0.987,+11.455,+0.987
1460330040,+3.39, +0.987,+11.457,+0.987
1460330940,+3.39, +1.008,+11.411,+0.987
1460331840,+3.39, +1.008,+11.403,+0.987
1460332740,+3.39, +1.008,+11.399,+0.988
1460333640,+3.39, +0.976,+11.389,+0.987
1460334540,+3.39, +0.954,+11.385,+0.987
1460335440,+3.39, +0.954,+11.377,+0.987
1460336340,+3.39, +0.933,+11.373,+0.987
1460337240,+3.39, +0.954,+11.349,+0.987
1460338140,+3.39, +0.933,+11.353,+0.987
1460339040,+3.39, +0.890,+11.377,+0.987
1460339940,+3.39, +0.922,+11.351,+0.988
1460340840,+3.39, +0.890,+11.341,+0.987
1460341740,+3.39, +0.868,+11.336,+0.987
1460342640,+3.39, +0.890,+11.317,+0.987
1460343540,+3.39, +0.836,+11.336,+0.987
1460344440,+3.40, +0.857,+11.299,+0.987
1460345340,+3.39, +0.868,+11.281,+0.987
1460346240,+3.39, +0.846,+11.291,+0.987
1460347140,+3.39, +0.814,+11.269,+0.987
1460348040,+3.39, +0.803,+11.258,+0.987
1460348940,+3.39, +0.803,+11.246,+0.988
1460349840,+3.39, +0.749,+11.254,+0.988
1460350740,+3.39, +0.749,+11.248,+0.988
1460351640,+3.39, +0.727,+11.237,+0.987
1460352540,+3.39, +0.716,+11.217,+0.988
1460353440,+3.39, +0.662,+11.210,+0.987
1460354340,+3.39, +0.630,+11.233,+0.988
1460355240,+3.39, +0.597,+11.191,+0.987
1460356140,+3.39, +0.608,+11.187,+0.988
1460357040,+3.39, +0.554,+11.178,+0.987
1460357940,+3.39, +0.532,+11.171,+0.987
1460358840,+3.39, +0.510,+11.170,+0.987
1460359740,+3.39, +0.521,+11.157,+0.987
1460360640,+3.39, +0.477,+11.177,+0.987
1460361540,+3.39, +0.466,+11.164,+0.987
1460362440,+3.39, +0.445,+11.191,+0.987
1460363340,+3.39, +0.423,+11.212,+0.987
1460364240,+3.39, +0.401,+11.245,+0.988
1460365140,+3.39, +0.368,+11.239,+0.987
1460366040,+3.39, +0.336,+11.240,+0.987
1460366940,+3.39, +0.325,+11.252,+0.988
1460367840,+3.39, +0.325,+11.229,+0.987
1460368740,+3.39, +0.303,+11.245,+0.987
1460369640,+3.39, +0.270,+11.271,+0.987
1460370540,+3.39, +0.259,+11.282,+0.987
1460371440,+3.39, +0.248,+11.271,+0.987
1460372340,+3.39, +0.226,+11.290,+0.987
1460373240,+3.39, +0.204,+11.295,+0.987
1460374140,+3.39, +0.215,+11.282,+0.987
1460375040,+3.39, +0.182,+11.269,+0.986
1460375940,+3.39, +0.149,+11.300,+0.987
1460376840,+3.39, +0.138,+11.321,+0.987
1460377740,+3.39, +0.117,+11.314,+0.987
1460378640,+3.39, +0.128,+11.315,+0.987
1460379540,+3.39, +0.117,+11.310,+0.987
1460380440,+3.39, +0.106,+11.323,+0.987
1460381340,+3.39, +0.095,+11.341,+0.987
1460382240,+3.39, +0.084,+11.368,+0.988
1460383140,+3.39, +0.095,+11.374,+0.988
1460384040,+3.39, +0.095,+11.391,+0.988
1460384940,+3.39, +0.117,+11.377,+0.987
1460385840,+3.39, +0.095,+11.401,+0.987
1460386740,+3.39, +0.128,+11.411,+0.987
1460387640,+3.39, +0.117,+11.430,+0.987
1460388540,+3.39, +0.149,+11.469,+0.988
1460389440,+3.39, +0.204,+11.447,+0.987
1460390340,+3.39, +0.226,+11.463,+0.987
1460391240,+3.39, +0.226,+11.497,+0.987
1460392140,+3.39, +0.270,+11.496,+0.987
1460393040,+3.39, +0.314,+11.508,+0.987
1460393940,+3.39, +0.325,+11.534,+0.987
1460394840,+3.39, +0.401,+11.550,+0.988
1460395740,+3.39, +0.499,+11.537,+0.987
1460396640,+3.39, +0.586,+11.569,+0.987
1460397540,+3.39, +0.608,+11.572,+0.987
1460398440,+3.39, +0.651,+11.583,+0.987
1460399340,+3.39, +0.792,+11.599,+0.987
1460400240,+3.39, +0.814,+11.576,+0.987
1460401140,+3.39, +0.868,+11.613,+0.987
1460402040,+3.39, +0.911,+11.635,+0.988
1460402940,+3.39, +1.008,+11.627,+0.987
1460403840,+3.39, +1.030,+11.651,+0.987
1460404740,+3.39, +1.105,+11.663,+0.987
1460405640,+3.39, +1.180,+11.652,+0.987
1460406540,+3.39, +1.256,+11.663,+0.988
1460407440,+3.39, +1.341,+11.664,+0.987
1460408340,+3.39, +1.512,+11.704,+0.987
1460409240,+3.39, +1.629,+11.699,+0.987
1460410140,+3.40, +1.704,+11.667,+0.986
1460411040,+3.40, +1.736,+11.654,+0.987
1460411940,+3.39, +1.874,+11.706,+0.988
1460412840,+3.40, +1.948,+11.705,+0.987
1460413740,+3.40, +2.011,+11.713,+0.987
1460414640,+3.40, +2.032,+11.684,+0.988
1460415540,+3.40, +2.074,+11.637,+0.987
1460416440,+3.40, +2.117,+11.629,+0.987
1460417340,+3.40, +2.127,+11.617,+0.988
1460418240,+3.40, +2.180,+11.569,+0.987
1460419140,+3.40, +2.190,+11.541,+0.987
1460420040,+3.40, +2.222,+11.496,+0.987
1460420940,+3.40, +2.201,+11.519,+0.987
1460421840,+3.40, +2.201,+11.486,+0.987
1460422740,+3.40, +2.169,+11.481,+0.987
1460423640,+3.40, +2.138,+11.491,+0.987
1460424540,+3.40, +2.159,+11.450,+0.987
1460425440,+3.40, +2.074,+11.464,+0.987
1460426340,+3.40, +2.096,+11.440,+0.987
1460427240,+3.40, +2.064,+11.450,+0.988
1460428140,+3.40, +2.011,+11.444,+0.987
1460429040,+3.40, +1.990,+11.431,+0.987
1460429940,+3.40, +1.948,+11.401,+0.987
1460430840,+3.40, +1.895,+11.417,+0.988
1460431740,+3.40, +1.884,+11.380,+0.987
1460432640,+3.40, +1.842,+11.354,+0.986
1460433540,+3.40, +1.821,+11.345,+0.988
1460434440,+3.40, +1.746,+11.347,+0.987
1460435340,+3.40, +1.715,+11.304,+0.987
1460436240,+3.40, +1.651,+11.291,+0.987
1460437140,+3.40, +1.566,+11.306,+0.987
1460438040,+3.40, +1.523,+11.270,+0.987
1460438940,+3.40, +1.448,+11.268,+0.987
1460439840,+3.40, +1.384,+11.276,+0.987
1460440740,+3.40, +1.352,+11.250,+0.987
1460441640,+3.40, +1.288,+11.239,+0.987
1460442540,+3.40, +1.256,+11.225,+0.988
1460443440,+3.40, +1.191,+11.236,+0.987
1460444340,+3.40, +1.148,+11.222,+0.987
1460445240,+3.40, +1.116,+11.207,+0.987
1460446140,+3.40, +1.094,+11.185,+0.987
1460447040,+3.40, +1.105,+11.161,+0.987
1460447940,+3.40, +1.041,+11.155,+0.987
1460448840,+3.40, +1.008,+11.166,+0.987
1460449740,+3.40, +0.987,+11.159,+0.988
1460450640,+3.40, +0.998,+11.133,+0.987
1460451540,+3.40, +0.987,+11.122,+0.987
1460452440,+3.40, +0.933,+11.154,+0.988
1460453340,+3.40, +0.911,+11.140,+0.987
1460454240,+3.40, +0.911,+11.143,+0.987
1460455140,+3.39, +0.879,+11.121,+0.987
1460456040,+3.40, +0.857,+11.133,+0.987
1460456940,+3.40, +0.857,+11.113,+0.987
1460457840,+3.40, +0.836,+11.123,+0.987
1460458740,+3.40, +0.803,+11.130,+0.987
1460459640,+3.40, +0.803,+11.132,+0.987
1460460540,+3.40, +0.760,+11.159,+0.988
1460461440,+3.39, +0.749,+11.133,+0.987
1460462340,+3.40, +0.760,+11.133,+0.987
1460463240,+3.39, +0.727,+11.120,+0.987
1460464140,+3.39, +0.727,+11.136,+0.987
